provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,middle_name_gt,suffix_gt,license_type_gt,specialty_gt,secondary_specialty_gt,status_gt,issue_date_gt,expiration_date_gt,renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,county_gt,phone_gt,email_gt,medical_school_gt,medical_school_graduation_year_gt,residency_program_gt,board_certification_gt,languages_gt,public_record_gt,disciplinary_history_gt,malpractice_insurance_gt,hospital_affiliations_gt,last_updated_gt,house_no_gt,area_gt,area_type_gt
PR_00456,1815352371,Sarah,Singh,DO,"Sarah Singh, DO",Pulmonology,8154 Hollywood Blvd,,San francisco,CA,95001,9176131681,8154 Hollywood Blvd,,San francisco,CA,95001,A96309,CA,2025-03-07,No,True,31,University of Michigan Medical School,Johns Hopkins Hospital,2024-12-10,212207568X,8154,Hollywood,Blvd,8154,Hollywood,Blvd,1,A96309,Dr. Sarah Singh,Sarah,Singh,,DO,Physician and Surgeon,Pulmonology,,Expired,2020-04-28,2025-03-07,2024-04-27,8154 Hollywood Blvd,San francisco,CA,95001,Los angeles,9176131681,,University of Michigan Medical School,1990,Johns Hopkins Hospital,Pulmonology,"English, Spanish, Portuguese",True,,No,UCSF Medical Center,2025-03-09,8154,Hollywood,Blvd
PR_00457,8796474084,Priya,Lee,DO PhD,"Priya Lee, DO PhD",Radiology,3293 Melrose Ave,,Sacramento,CA,90003,2123922461,6985 Rodeo Dr,Suite 124,Oakland,CA,90003,A74387,CA,2023-08-02,No,True,21,Harvard Medical School,Massachusetts General Hospital,2025-08-09,240660713X,3293,Melrose,Ave,6985,Rodeo,Dr,1,A74387,"Priya Lee, DO PhD",Priya,Lee,,DO PhD,Physician and Surgeon,Radiology,,Expired,2019-03-26,2023-08-02,2022-09-19,3293 Melrose Ave,Sacramento,CA,90003,Fresno,2123922461,priya.lee@email.com,Harvard Medical School,1998,Massachusetts General Hospital,Radiology,"English, Spanish",False,,Yes,Stanford Hospital,2025-08-07,3293,Melrose,Ave
PR_00458,2351373996,Jennifer,Gonzalez,MD PhD,"Jennifer Gonzalez, MD PhD",Pulmonology,860 Rodeo Dr,,San francisco,CA,94001,2122467250,860 Rodeo Dr,,San francisco,CA,94001,A38114,CA,2023-07-22,Yes,True,19,Harvard Medical School,Cleveland Clinic,2024-09-30,244392606X,860,Rodeo,Dr,860,Rodeo,Dr,1,A38114,"Jennifer Gonzalez, MD PhD",Jennifer,Gonzalez,,MD PhD,Physician and Surgeon,Pulmonology,,Expired,2019-10-18,2023-07-22,2023-03-17,860 Rodeo Dr,San francisco,CA,94001,Riverside,2122467250,jennifer.gonzalez@email.com,Harvard Medical School,2001,Cleveland Clinic,Pulmonology,"English, Spanish",True,,No,UCLA Medical Center,2025-07-28,860,Rodeo,Dr
PR_00460,1631873283,Ahmed,Anderson,MD,"Ahmed Anderson, MD",Cardiology,1889 Sunset Blvd,Suite 435,Santa ana,CA,90002,2126808844,4203 Rodeo Dr,Suite 976,Fresno,CA,90002,A84725,CA,2024-06-19,Yes,True,15,Harvard Medical School,UCSF Medical Center,2025-05-31,211221679X,1889,Sunset,Blvd,4203,Rodeo,Dr,1,A84725,"Ahmed Anderson, MD",Ahmed,Anderson,,MD,Physician and Surgeon,Cardiology,,Expired,2021-05-10,2024-06-19,2024-02-07,1889 Sunset Blvd,Santa ana,CA,90002,Fresno,2126808844,,Harvard Medical School,2003,UCSF Medical Center,Cardiology,"English, Spanish",True,,Yes,,2025-04-17,1889,Sunset,Blvd
PR_00464,7555628339,Linda,Sharma,DO,"Linda Sharma, DO",Oncology,2049 Beverly Dr,,San jose,CA,92001,9179294128,2049 Beverly Dr,,San jose,CA,92001,A69285,CA,2025-06-28,Unknown,True,40,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-11-26,254788762X,2049,Beverly,Dr,2049,Beverly,Dr,1,A69285,"Linda Sharma, DO",Linda,Sharma,,DO,Physician and Surgeon,Oncology,,Expired,2023-05-11,2025-06-28,2024-11-14,2049 Beverly Dr,San jose,CA,92001,Los angeles,9179294128,linda.sharma@email.com,NYU Grossman School of Medicine,1977,Mount Sinai Hospital,Oncology,"English, Spanish, Portuguese",False,,No,Cedars-Sinai Medical Center,2025-07-22,2049,Beverly,Dr
PR_00469,2034476501,Mohammed,Zhang,DO PhD,"Mohammed Zhang, DO PhD",Radiology,5984 Melrose Ave,Suite 632,San jose,CA,94001,3479678505,5984 Melrose Ave,Suite 632,San jose,CA,94001,A13072,CA,2025-09-29,Unknown,True,22,Yale School of Medicine,Massachusetts General Hospital,2025-06-28,283774633X,5984,Melrose,Ave,5984,Melrose,Ave,1,A13072,Dr. Mohammed Zhang,Mohammed,Zhang,,DO PhD,Physician and Surgeon,Radiology,,Active,2021-04-21,2025-09-29,2024-10-14,5984 Melrose Ave,San jose,CA,94001,Santa clara,3479678505,mohammed.zhang@email.com,Yale School of Medicine,1997,Massachusetts General Hospital,Radiology,"English, Spanish",False,,Unknown,,2025-07-18,5984,Melrose,Ave
PR_00473,4210175091,Jennifer,Zhang,MD PhD,"Jennifer Zhang, MD PhD",Emergency Medicine,8302 Melrose Ave,Suite 453,San jose,CA,92001,2132818306,8302 Melrose Ave,Suite 453,San jose,CA,92001,A79540,CA,2023-01-15,Yes,True,21,University of Michigan Medical School,UCLA Medical Center,2024-09-10,291413119X,8302,Melrose,Ave,8302,Melrose,Ave,1,A79540,"Jennifer Zhang, MD PhD",Jennifer,Zhang,,MD PhD,Physician and Surgeon,Emergency Medicine,Urology,Expired,2018-06-26,2023-01-15,2022-08-06,8302 Melrose Ave,San jose,CA,92001,Alameda,2132818306,jennifer.zhang@email.com,University of Michigan Medical School,1999,UCLA Medical Center,Emergency Medicine,"English, Spanish, Portuguese",False,,Yes,UCLA Medical Center,2025-06-03,8302,Melrose,Ave
PR_00474,3392056779,Karen,Jones,MD PhD,"Karen Jones, MD PhD",Ophthalmology,5228 Santa Monica Blvd,,Sacramento,CA,93001,9296128596,5228 Santa Monica Blvd,,Sacramento,CA,93001,A74105,CA,2024-10-03,No,False,10,Johns Hopkins School of Medicine,UCSF Medical Center,2025-01-31,203285625X,5228,Santa Monica,Blvd,5228,Santa Monica,Blvd,1,A74105,"Karen Jones, MD PhD",Karen,Jones,,MD PhD,Physician and Surgeon,Ophthalmology,,Expired,2023-08-30,2024-10-03,2024-04-08,5228 Santa Monica Blvd,Sacramento,CA,93001,Contra costa,9296128596,karen.jones@email.com,Johns Hopkins School of Medicine,2007,UCSF Medical Center,,"English, Spanish",True,,Unknown,,2025-07-24,5228,Santa Monica,Blvd
PR_00478,6342507339,Mohammed,Miller,DO PhD,"Mohammed Miller, DO PhD",Pulmonology,5270 Wilshire Blvd,,Santa ana,CA,93001,6262036361,5270 Wilshire Blvd,,Santa ana,CA,93001,A44866,CA,2023-05-18,No,False,36,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-03-23,265055025X,5270,Wilshire,Blvd,5270,Wilshire,Blvd,1,A44866,Dr. Mohammed Miller,Mohammed,Miller,C,DO PhD,Physician and Surgeon,Pulmonology,,Expired,2021-09-21,2023-05-18,2023-03-02,5270 Wilshire Blvd,Santa ana,CA,93001,Fresno,6262036361,mohammed.miller@email.com,Johns Hopkins School of Medicine,1981,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",True,,No,,2025-07-25,5270,Wilshire,Blvd
PR_00479,4366044321,Mary,Liu,DO,"Mary Liu, DO",Endocrinology,3084 Pico Blvd,,San diego,CA,90005,3472251472,3084 Pico Blvd,,San diego,CA,90005,A35551,CA,2025-12-08,Unknown,False,6,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-06-19,259953058X,3084,Pico,Blvd,3084,Pico,Blvd,1,A35551,"Mary Liu, DO",Mary,Liu,,DO,Physician and Surgeon,Endocrinology,,Active,2023-12-22,2025-12-08,2025-01-02,3084 Pico Blvd,San diego,CA,90005,Orange,3472251472,mary.liu@email.com,NYU Grossman School of Medicine,2012,Mount Sinai Hospital,,English,False,,Unknown,Kaiser Permanente,2025-08-27,3084,Pico,Blvd
PR_00485,9100900402,Jennifer,Lee,DO PhD,"Jennifer Lee, DO PhD",Pediatrics,9861 Sunset Blvd,,Santa ana,CA,93001,3476557249,9861 Sunset Blvd,,Santa ana,CA,93001,A97428,CA,2024-05-23,Unknown,True,7,Harvard Medical School,UCLA Medical Center,2025-05-15,286674066X,9861,Sunset,Blvd,9861,Sunset,Blvd,1,A97428,"Jennifer Lee, DO PhD",Jennifer,Lee,,DO PhD,Physician and Surgeon,Pediatrics,Cardiology,Expired,2020-04-21,2024-05-23,2024-01-30,9861 Sunset Blvd,Santa ana,CA,93001,Contra costa,3476557249,,Harvard Medical School,2014,UCLA Medical Center,Pediatrics,English,False,,Yes,,2025-07-24,9861,Sunset,Blvd
PR_00489,5829236165,Mohammed,Rodriguez,MD PhD,"Mohammed Rodriguez, MD PhD",Urology,7645 Santa Monica Blvd,,San francisco,CA,90001,7187139912,7645 Santa Monica Blvd,,San francisco,CA,90001,A91928,CA,2023-10-25,Yes,True,37,Harvard Medical School,NewYork-Presbyterian Hospital,2024-11-25,289206059X,7645,Santa Monica,Blvd,7645,Santa Monica,Blvd,1,A91928,"Rodriguez, Mohammed MD PhD",Mohammed,Rodriguez,,MD PhD,Physician and Surgeon,Urology,Orthopedic Surgery,Expired,2021-10-28,2023-10-25,2023-09-16,7645 Santa Monica Blvd,San francisco,CA,90001,Santa clara,7187139912,,Harvard Medical School,1980,NewYork-Presbyterian Hospital,Urology,English,False,,No,Kaiser Permanente,2025-05-19,7645,Santa Monica,Blvd
PR_00498,8120546474,Ana,Kumar,DO PhD,"Ana Kumar, DO PhD",Pediatrics,2577 Hollywood Blvd,,Fresno,CA,93001,6265495972,2577 Hollywood Blvd,,Fresno,CA,93001,A14051,CA,2025-05-04,Unknown,False,20,UCSF School of Medicine,Mount Sinai Hospital,2025-02-17,292402421X,2577,Hollywood,Blvd,2577,Hollywood,Blvd,1,A14051,"Ana Kumar, DO PhD",Ana,Kumar,,DO PhD,Physician and Surgeon,Pediatrics,Otolaryngology,Expired,2022-02-02,2025-05-04,2025-03-09,2577 Hollywood Blvd,Fresno,CA,93001,Contra costa,6265495972,ana.kumar@email.com,UCSF School of Medicine,1997,Mount Sinai Hospital,,English,False,,No,UCLA Medical Center,2025-03-14,2577,Hollywood,Blvd
PR_00500,1433952750,Linda,Gonzalez,DO,"Linda Gonzalez, DO",Orthopedic Surgery,4834 Hollywood Blvd,,Sacramento,CA,94001,9176018935,4834 Hollywood Blvd,,Sacramento,CA,94001,A70645,CA,2025-12-01,Unknown,False,37,UCSF School of Medicine,UCLA Medical Center,2025-06-20,234188706X,4834,Hollywood,Blvd,4834,Hollywood,Blvd,1,A70645,"LINDA GONZALEZ, DO",Linda,Gonzalez,,DO,Physician and Surgeon,Orthopedic Surgery,,Active,2023-12-04,2025-12-01,2025-03-22,4834 Hollywood Blvd,Sacramento,CA,94001,Sacramento,9176018935,,UCSF School of Medicine,1981,UCLA Medical Center,,"English, Spanish",False,,Unknown,Stanford Hospital,2025-03-23,4834,Hollywood,Blvd
