provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,license_type_gt,profession_code_gt,specialty_gt,status_gt,issue_date_gt,expiration_date_gt,last_renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,phone_gt,disciplinary_actions_gt,board_certified_gt,medical_school_gt,verification_date_gt,house_no_gt,area_gt,area_type_gt
PR_00361,2342683446,Joseph,Harris,DO PhD,"Joseph Harris, DO PhD",Nephrology,1608 Lexington Ave,,Buffalo,NY,14202,7185048555,1608 Lexington Ave,,Buffalo,NY,14202,060NY811902,NY,2024-10-22,Unknown,True,25,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-06-24,270675216X,1608,Lexington,Ave,1608,Lexington,Ave,1,060NY811902,"Joseph Harris, DO PhD",Joseph,Harris,Physician,60,Nephrology,Expired,2017-12-16,2024-10-22,2023-04-30,1608 Lexington Ave,Buffalo,NY,14202,7185048555,[],True,UCLA David Geffen School of Medicine,2025-09-02,1608,Lexington,Ave
PR_00362,2943985295,Elizabeth,Lee,MD PhD,"Elizabeth Lee, MD PhD",Pediatrics,7007 First Ave,,Yonkers,NY,11202,3237795806,7007 First Ave,,Yonkers,NY,11202,060NY127705,NY,2025-05-12,Yes,False,9,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2025-01-09,269525894X,7007,First,Ave,7007,First,Ave,1,060NY127705,Elizabeth Lee MD PhD,Elizabeth,Lee,Physician,60,Pediatrics,Expired,2020-05-25,2025-05-12,2024-08-18,7007 First Ave,Yonkers,NY,11202,3237795806,[],False,UCLA David Geffen School of Medicine,2025-09-02,7007,First,Ave
PR_00424,3997718052,Ana,Lopez,DO,"Ana Lopez, DO",Psychiatry,7473 Madison Ave,Suite 384,New york,NY,14202,6262744218,3114 Central Park West,,Brooklyn,NY,14202,060NY163821,NY,2024-03-01,No,True,29,Stanford University School of Medicine,Mount Sinai Hospital,2025-05-24,213405117X,7473,Madison,Ave,3114,Central Park,West,1,060NY163821,"Ana Lopez, DO",Ana,Lopez,Physician,60,Psychiatry,Expired,2021-09-27,2024-03-01,2023-12-20,7473 Madison Ave,New york,NY,14202,6262744218,[],True,Stanford University School of Medicine,2025-09-02,7473,Madison,Ave
PR_00364,6723849792,John,Martinez,MD,"John Martinez, MD",Anesthesiology,4051 Park Ave,Suite 617,Brooklyn,NY,11203,7186423396,4051 Park Ave,Suite 617,Brooklyn,NY,11203,060NY158356,NY,2023-09-07,Unknown,True,12,Johns Hopkins School of Medicine,Cleveland Clinic,2025-06-07,268654380X,4051,Park,Ave,4051,Park,Ave,1,060NY158356,"JOHN MARTINEZ, MD",John,Martinez,Physician,60,Anesthesiology,Expired,2018-11-22,2023-09-07,2022-12-27,4051 Park Ave,Brooklyn,NY,11203,7186423396,[],True,Johns Hopkins School of Medicine,2025-09-02,4051,Park,Ave
PR_00365,7662047194,Maria,Sharma,DO,"Maria Sharma, DO",Cardiology,4752 Lexington Avenue,,Brooklyn,NY,14202,2132115960,4752 Lexington Ave,,Brooklyn,NY,14202,060NY510191,NY,2025-03-01,Yes,False,3,NYU Grossman School of Medicine,Mayo Clinic,2025-01-06,297048177X,4752,Lexington,Ave,4752,Lexington,Ave,1,060NY510191,"Maria Sharma, DO",Maria,Sharma,Physician,60,Cardiology,Expired,2021-01-17,2025-03-01,2024-08-21,4752 Lexington Avenue,Brooklyn,NY,14202,2132115960,[],False,NYU Grossman School of Medicine,2025-09-02,4752,Lexington,Ave
PR_00367,3126610949,Mary,Zhang,MD PhD,"Mary Zhang, MD PhD",Psychiatry,6616 Fifth Ave,,New york,NY,10001,7182382194,1582 Columbus Ave,,Brooklyn,NY,10001,060NY599555,NY,2024-10-24,No,False,39,Harvard Medical School,Mayo Clinic,2025-03-22,214450015X,6616,Fifth,Ave,1582,Columbus,Ave,1,060NY599555,"Mary Zhang, MD PhD",Mary,Zhang,Physician,60,Psychiatry,Expired,2022-06-16,2024-10-24,2024-02-19,6616 Fifth Ave,New york,NY,10001,7182382194,[],False,Harvard Medical School,2025-09-02,6616,Fifth,Ave
PR_00368,6831901306,Ahmed,Lewis,DO PhD,"Ahmed Lewis, DO PhD",Orthopedic Surgery,9401 York Ave,Suite 548,Bronx,NY,10004,6462056891,9401 York Ave,Suite 548,Bronx,NY,10004,060NY336450,NY,2024-02-17,No,True,22,Johns Hopkins School of Medicine,Mount Sinai Hospital,2025-05-28,227846793X,9401,York,Ave,9401,York,Ave,1,060NY336450,"Ahmed Lewis, DO PhD",Ahmed,Lewis,Physician,60,Orthopedic Surgery,Expired,2021-05-04,2024-02-17,2022-05-25,9401 York Ave,Bronx,NY,10004,6462056891,[],True,Johns Hopkins School of Medicine,2025-09-02,9401,York,Ave
PR_00369,8411730981,Sarah,Patel,MD PhD,"Sarah Patel, MD PhD",Dermatology,9154 Madison Ave,,Brooklyn,NY,11203,9292234670,9154 Madison Ave,,Brooklyn,NY,11203,060NY174310,NY,2023-06-10,No,False,25,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-06-14,238663966X,9154,Madison,Ave,9154,Madison,Ave,1,060NY174310,"Sarah Patel, MD PhD",Sarah,Patel,Physician,60,Dermatology,Expired,2017-05-16,2023-06-10,2021-11-02,9154 Madison Ave,Brooklyn,NY,11203,9292234670,[],False,NYU Grossman School of Medicine,2025-09-02,9154,Madison,Ave
PR_00372,9036890035,Linda,Ramirez,DO,"Linda Ramirez, DO",Pediatrics,1934 Amsterdam Ave,Suite 547,Rochester,NY,11201,2122781928,1934 Amsterdam Ave,Suite 547,Rochester,NY,11201,060NY349739,NY,2024-04-20,Yes,False,12,Columbia University Vagelos College of Physicians and Surgeons,Massachusetts General Hospital,2025-03-26,246931572X,1934,Amsterdam,Ave,1934,Amsterdam,Ave,1,060NY349739,"Linda Ramirez, DO",Linda,Ramirez,Physician,60,Pediatrics,Expired,2018-07-26,2024-04-20,2023-02-28,1934 Amsterdam Ave,Rochester,NY,11201,2122781928,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,1934,Amsterdam,Ave
PR_00373,7458438452,Karen,Thomas,MD PhD,"Karen Thomas, MD PhD",Psychiatry,6518 First Ave,Suite 656,Brooklyn,NY,10002,8187549248,6518 First Ave,Suite 656,Brooklyn,NY,10002,060NY839513,NY,2025-01-01,Yes,True,23,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-04-12,210528854X,6518,First,Ave,6518,First,Ave,1,060NY839513,"Karen Thomas, MD PhD",Karen,Thomas,Physician,60,Psychiatry,Expired,2022-11-21,2025-01-01,2023-10-30,6518 First Ave,Brooklyn,NY,10002,8187549248,[],True,UCLA David Geffen School of Medicine,2025-09-02,6518,First,Ave
PR_00374,7107044969,Christopher,Rodriguez,DO,"Christopher Rodriguez, DO",Pulmonology,9060 Park Ave,,Brooklyn,NY,11201,3472861978,9060 Park Ave,,Brooklyn,NY,11201,060NY137609,NY,2024-04-26,No,False,32,Harvard Medical School,UCSF Medical Center,2025-02-18,259595320X,9060,Park,Ave,9060,Park,Ave,1,060NY137609,"Christopher Rodriguez, DO",Christopher,Rodriguez,Physician,60,Pulmonology,Expired,2021-08-03,2024-04-26,2022-11-02,9060 Park Ave,Brooklyn,NY,11201,3472861978,[],False,Harvard Medical School,2025-09-02,9060,Park,Ave
PR_00375,9305966015,Michael,Anderson,DO,"Michael Anderson, DO",Emergency Medicine,7063 York Ave,Suite 881,New york,NY,10005,3235975709,7063 York Ave,Suite 881,New york,NY,10005,060NY127254,NY,2024-11-19,Unknown,False,28,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-06-11,251176016X,7063,York,Ave,7063,York,Ave,1,060NY127254,"Michael Anderson, DO",Michael,Anderson,Physician,60,Emergency Medicine,Expired,2022-04-21,2024-11-19,2024-03-07,7063 York Ave,New york,NY,10005,3235975709,[],False,University of Michigan Medical School,2025-09-02,7063,York,Ave
PR_00377,7232290314,Elizabeth,Williams,MD PhD,"Elizabeth Williams, MD PhD",Emergency Medicine,9120 Park Ave,,Yonkers,NY,10001,6262394018,9035 Third Ave,Suite 884,Brooklyn,NY,10001,060NY924952,NY,2024-07-19,Unknown,False,38,NYU Grossman School of Medicine,Massachusetts General Hospital,2024-11-23,296282120X,9120,Park,Ave,9035,Third,Ave,1,060NY924952,"Elizabeth Williams, MD PhD",Elizabeth,Williams,Physician,60,Emergency Medicine,Expired,2017-12-10,2024-07-19,2022-10-12,9120 Park Ave,Yonkers,NY,10001,6262394018,[],False,NYU Grossman School of Medicine,2025-09-02,9120,Park,Ave
PR_00379,261139896,Fatima,Zhang,MD,"Fatima Zhang, MD",Otolaryngology,3465 Third Ave,,Albany,NY,14201,6267617849,3465 Third Ave,,Albany,NY,14201,060NY325306,NY,2025-02-14,Unknown,True,34,Harvard Medical School,Mount Sinai Hospital,2024-09-30,270390228X,3465,Third,Ave,3465,Third,Ave,1,060NY325306,"Fatima Zhang, MD",Fatima,Zhang,Physician,60,Otolaryngology,Expired,2021-02-19,2025-02-14,2024-01-29,3465 Third Ave,Albany,NY,14201,6267617849,[],True,Harvard Medical School,2025-09-02,3465,Third,Ave
PR_00380,1376515886,Susan,Lewis,MD PhD,"Susan Lewis, MD PhD",Radiology,9425 Lexington Ave,Suite 886,Bronx,NY,11201,7185708932,9425 Lexington Ave,Suite 886,Bronx,NY,11201,060NY342106,NY,2025-07-22,Unknown,True,29,UCLA David Geffen School of Medicine,Cleveland Clinic,2024-11-15,216814965X,9425,Lexington,Ave,9425,Lexington,Ave,1,060NY342106,"Susan Lewis, MD PhD",Susan,Lewis,Physician,60,Radiology,Expired,2018-09-13,2025-07-22,2025-01-12,9425 Lexington Ave,Bronx,NY,11201,7185708932,[],True,UCLA David Geffen School of Medicine,2025-09-02,9425,Lexington,Ave
PR_00382,5599910158,Ahmed,Hernandez,MD,"Ahmed Hernandez, MD",Cardiology,8673 Second Ave,Suite 813,Yonkers,NY,11201,3106188368,8673 Second Ave,Suite 813,Yonkers,NY,11201,060NY846568,NY,2024-08-23,Unknown,False,19,UCSF School of Medicine,Mayo Clinic,2025-06-01,297134371X,8673,Second,Ave,8673,Second,Ave,1,060NY846568,"Ahmed Hernandez, MD",Ahmed,Hernandez,Physician,60,Cardiology,Expired,2021-05-12,2024-08-23,2023-08-12,8673 Second Ave,Yonkers,NY,11201,3106188368,[],False,UCSF School of Medicine,2025-09-02,8673,Second,Ave
PR_00383,3475098898,Carlos,Zhang,MD,"Carlos Zhang, MD",Cardiology,128 Amsterdam Ave,,Rochester,NY,11203,3236365673,128 Amsterdam Ave,,Rochester,NY,11203,060NY633376,NY,2024-07-26,No,False,21,Johns Hopkins School of Medicine,Mayo Clinic,2025-08-12,298599798X,128,Amsterdam,Ave,128,Amsterdam,Ave,1,060NY633376,"Carlos Zhang, MD",Carlos,Zhang,Physician,60,Cardiology,Expired,2018-09-27,2024-07-26,2024-01-12,128 Amsterdam Ave,Rochester,NY,11203,3236365673,[],False,Johns Hopkins School of Medicine,2025-09-02,128,Amsterdam,Ave
PR_00384,1342138821,Mohammed,Wilson,DO PhD,"Mohammed Wilson, DO PhD",Urology,9424 Amsterdam Ave,,Rochester,NY,10002,2128121651,4717 Lexington Ave,Suite 273,Syracuse,NY,10002,060NY402491,NY,2024-06-15,Unknown,True,1,UCSF School of Medicine,Massachusetts General Hospital,2025-02-25,227265115X,9424,Amsterdam,Ave,4717,Lexington,Ave,1,060NY402491,"Mohammed Wilson, DO PhD",Mohammed,Wilson,Physician,60,Urology,Expired,2018-05-15,2024-06-15,2023-08-05,9424 Amsterdam Ave,Rochester,NY,10002,2128121651,"[{""action_type"": ""Warning"", ""action_date"": ""2022-12-15"", ""description"": ""Disciplinary action related to professional conduct""}]",True,UCSF School of Medicine,2025-09-02,9424,Amsterdam,Ave
PR_00386,2963347278,Mary,Williams,DO PhD,"Mary Williams, DO PhD",Psychiatry,8541 Third Ave,,Bronx,NY,14201,6469519138,8541 Third Ave,,Bronx,NY,14201,060NY137367,NY,2023-01-17,No,True,13,Stanford University School of Medicine,Cleveland Clinic,2025-09-01,258293280X,8541,Third,Ave,8541,Third,Ave,1,060NY137367,"Mary Williams, DO PhD",Mary,Williams,Physician,60,Psychiatry,Expired,2019-06-24,2023-01-17,2021-08-10,8541 Third Ave,Bronx,NY,14201,6469519138,[],True,Stanford University School of Medicine,2025-09-02,8541,Third,Ave
PR_00388,9630448363,Mary,Thomas,DO PhD,"Mary Thomas, DO PhD",Nephrology,7615 Third Ave,,Brooklyn,NY,11201,2127756295,7615 Third Ave,,Brooklyn,NY,11201,060NY911264,NY,2025-09-17,No,False,27,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-01-28,253509858X,7615,Third,Ave,7615,Third,Ave,1,060NY911264,"Mary Thomas, DO PhD",Mary,Thomas,Physician,60,Nephrology,Inactive,2019-02-23,2025-09-17,2025-08-25,7615 Third Ave,Brooklyn,NY,11201,2127756295,[],False,UCLA David Geffen School of Medicine,2025-09-02,7615,Third,Ave
PR_00389,9952980061,Thomas,Brown,MD PhD,"Thomas Brown, MD PhD",Cardiology,3588 Third Ave,,New york,NY,10005,7189996460,3588 Third Ave,,New york,NY,10005,060NY274624,NY,2024-02-27,No,True,4,Yale School of Medicine,Cleveland Clinic,2025-03-01,271869924X,3588,Third,Ave,3588,Third,Ave,1,060NY274624,"Thomas Brown, MD PhD",Thomas,Brown,Physician,60,Cardiology,Expired,2018-01-23,2024-02-27,2023-06-25,3588 Third Ave,New york,NY,10005,7189996460,[],True,Yale School of Medicine,2025-09-02,3588,Third,Ave
PR_00392,8173906379,David,Anderson,DO PhD,"David Anderson, DO PhD",Pathology,7920 Lexington Ave,Suite 117,Albany,NY,14201,9296882785,7920 Lexington Ave,Suite 117,Albany,NY,14201,060NY862899,NY,2025-03-17,Unknown,False,22,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-07-16,275280767X,7920,Lexington,Ave,7920,Lexington,Ave,1,060NY862899,"David Anderson, DO PhD",David,Anderson,Physician,60,Pathology,Expired,2020-05-27,2025-03-17,2024-06-08,7920 Lexington Ave,Albany,NY,14201,9296882785,[],False,Johns Hopkins School of Medicine,2025-09-02,7920,Lexington,Ave
PR_00393,7464520592,William,Wilson,DO PhD,"William Wilson, DO PhD",Internal Medicine,1375 Madison Ave,,Yonkers,NY,14202,4246161091,1375 Madison Ave,,Yonkers,NY,14202,060NY980436,NY,2024-04-21,No,True,36,UCSF School of Medicine,Mount Sinai Hospital,2025-03-26,287511116X,1375,Madison,Ave,1375,Madison,Ave,1,060NY980436,"William Wilson, DO PhD",William,Wilson,Physician,60,Internal Medicine,Expired,2021-07-22,2024-04-21,2022-05-09,1375 Madison Ave,Yonkers,NY,142**,4246161091,[],True,UCSF School of Medicine,2025-09-02,1375,Madison,Ave
PR_00395,7352287057,Karen,White,DO,"Karen White, DO",Nephrology,8573 Columbus Ave,,Bronx,NY,14202,2133833463,8573 Columbus Ave,,Bronx,NY,14202,060NY733882,NY,2024-05-29,No,True,1,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-05-23,293153166X,8573,Columbus,Ave,8573,Columbus,Ave,1,060NY733882,"White, Karen DO",Karen,White,Physician,60,Nephrology,Expired,2022-03-15,2024-05-29,2022-08-14,8573 Columbus Ave,Bronx,NY,14202,2133833463,[],True,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,8573,Columbus,Ave
PR_00396,3446945965,James,Sharma,DO PhD,"James Sharma, DO PhD",Family Medicine,1002 Amsterdam Ave,Suite 458,Syracuse,NY,14202,3477749864,1002 Amsterdam Ave,Suite 458,Syracuse,NY,14202,060NY337009,NY,2024-12-07,Unknown,True,5,University of Michigan Medical School,Mayo Clinic,2025-07-12,298067267X,1002,Amsterdam,Ave,1002,Amsterdam,Ave,1,060NY337009,"Sharma, James DO PhD",James,Sharma,Physician,60,Family Medicine,Expired,2021-08-06,2024-12-07,2024-04-30,1002 Amsterdam Ave,Syracuse,NY,14202,3477749864,[],True,University of Michigan Medical School,2025-09-02,1002,Amsterdam,Ave
PR_00397,7320331924,Christopher,Moore,DO,"Christopher Moore, DO",Urology,1677 Madison Ave,,Albany,NY,14202,6463688790,1677 Madison Ave,,Albany,NY,14202,060NY703618,NY,2024-07-21,Yes,False,5,Harvard Medical School,Mayo Clinic,2024-12-15,259014061X,1677,Madison,Ave,1677,Madison,Ave,1,060NY703618,"Christopher Moore, DO",Christopher,Moore,Physician,60,Urology,Expired,2018-04-08,2024-07-21,2024-01-05,1677 Madison Ave,Albany,NY,14202,6463688790,[],False,Harvard Medical School,2025-09-02,1677,Madison,Ave
PR_00398,8581932424,Linda,Patel,MD PhD,"Linda Patel, MD PhD",Anesthesiology,1922 Park Ave,,Albany,NY,11202,2137738235,1922 Park Ave,,Albany,NY,11202,060NY597526,NY,2024-12-28,No,False,8,Yale School of Medicine,UCSF Medical Center,2024-10-04,246731994X,1922,Park,Ave,1922,Park,Ave,1,060NY597526,"Linda Patel, MD PhD",Linda,Patel,Physician,60,Anesthesiology,Expired,2021-07-20,2024-12-28,2023-01-03,1922 Park Ave,Albany,NY,11202,2137738235,[],False,Yale School of Medicine,2025-09-02,1922,Park,Ave
PR_00400,2781050921,Thomas,Patel,DO PhD,"Thomas Patel, DO PhD",Nephrology,4146 Lexington Ave,,New york,NY,14202,8189533898,4146 Lexington Ave,,New york,NY,14202,060NY593679,NY,2025-07-19,Yes,True,27,Stanford University School of Medicine,Massachusetts General Hospital,2025-01-18,285560869X,4146,Lexington,Ave,4146,Lexington,Ave,1,060NY593679,"Thomas Patel, DO PhD",Thomas,Patel,Physician,60,Nephrology,Expired,2019-01-10,2025-07-19,2025-04-06,4146 Lexington Ave,New york,NY,142**,8189533898,[],True,Stanford University School of Medicine,2025-09-02,4146,Lexington,Ave
PR_00401,9580660138,Ahmed,Brown,MD PhD,"Ahmed Brown, MD PhD",Orthopedic Surgery,8915 Lexington Ave,,Bronx,NY,14202,3233515368,8915 Lexington Ave,,Bronx,NY,14202,060NY804633,NY,2024-10-10,Yes,True,29,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-26,226666834X,8915,Lexington,Ave,8915,Lexington,Ave,1,060NY804633,Ahmed Brown MD PhD,Ahmed,Brown,Physician,60,Orthopedic Surgery,Expired,2020-03-24,2024-10-10,2024-06-06,8915 Lexington Ave,Bronx,NY,14202,3233515368,[],True,Harvard Medical School,2025-09-02,8915,Lexington,Ave
PR_00402,7111212592,Ahmed,Kumar,DO PhD,"Ahmed Kumar, DO PhD",Otolaryngology,53 Lexington Ave,,Buffalo,NY,14201,6262203774,53 Lexington Ave,,Buffalo,NY,14201,060NY695772,NY,2023-06-26,Yes,True,24,UCSF School of Medicine,Johns Hopkins Hospital,2025-04-29,241309843X,53,Lexington,Ave,53,Lexington,Ave,1,060NY695772,"Ahmed Kumar, DO PhD",Ahmed,Kumar,Physician,60,Otolaryngology,Expired,2018-01-31,2023-06-26,2022-10-23,53 Lexington Ave,Buffalo,NY,14201,6262203774,[],True,UCSF School of Medicine,2025-09-02,53,Lexington,Ave
PR_00403,3244741755,Wei,Gonzalez,DO,"Wei Gonzalez, DO",Emergency Medicine,6215 Central Park West,Suite 678,Buffalo,NY,10003,4245726715,6215 Central Park West,Suite 678,Buffalo,NY,10003,060NY336936,NY,2024-01-21,Unknown,False,11,Harvard Medical School,UCSF Medical Center,2025-06-15,272202263X,6215,Central Park,West,6215,Central Park,West,1,060NY336936,"Wei Gonzalez, DO",Wei,Gonzalez,Physician,60,Emergency Medicine,Expired,2018-07-09,2024-01-21,2022-09-04,6215 Central Park West,Buffalo,NY,10003,4245726715,[],False,Harvard Medical School,2025-09-02,6215,Central Park,West
PR_00404,3437401827,Sarah,Wilson,DO PhD,"Sarah Wilson, DO PhD",Endocrinology,4730 Park Ave,,Rochester,NY,14201,3103438655,4730 Park Ave,,Rochester,NY,14201,060NY382014,NY,2023-07-05,Unknown,False,24,University of Michigan Medical School,UCSF Medical Center,2024-09-30,278972473X,4730,Park,Ave,4730,Park,Ave,1,060NY382014,"Sarah Wilson, DO PhD",Sarah,Wilson,Physician,60,Endocrinology,Expired,2019-03-29,2023-07-05,2022-11-16,4730 Park Ave,Rochester,NY,14201,3103438655,[],False,University of Michigan Medical School,2025-09-02,4730,Park,Ave
PR_00406,282498398,Mary,Patel,DO PhD,"Mary Patel, DO PhD",Neurology,3839 York Ave,,Brooklyn,NY,11202,6463336458,3839 York Ave,,Brooklyn,NY,11202,060NY705540,NY,2025-03-31,Yes,True,20,Johns Hopkins School of Medicine,UCLA Medical Center,2025-01-11,253149397X,3839,York,Ave,3839,York,Ave,1,060NY705540,"MARY PATEL, DO PHD",Mary,Patel,Physician,60,Neurology,Expired,2018-06-16,2025-03-31,2024-04-30,3839 York Ave,Brooklyn,NY,11202,6463336458,"[{""action_type"": ""Warning"", ""action_date"": ""2025-02-13"", ""description"": ""Disciplinary action related to professional conduct""}]",True,Johns Hopkins School of Medicine,2025-09-02,3839,York,Ave
PR_00408,1579039230,Carlos,Miller,DO PhD,"Carlos Miller, DO PhD",Ophthalmology,2188 Second Ave,,Rochester,NY,10005,9295706568,2188 Second Ave,,Rochester,NY,10005,060NY545217,NY,2025-03-17,Unknown,True,40,University of Michigan Medical School,UCSF Medical Center,2025-07-25,286647914X,2188,Second,Ave,2188,Second,Ave,1,060NY545217,"Carlos Miller, DO PhD",Carlos,Miller,Physician,60,Ophthalmology,Expired,2022-09-04,2025-03-17,2023-10-22,2188 Second Ave,Rochester,NY,10005,9295706568,[],True,University of Michigan Medical School,2025-09-02,2188,Second,Ave
PR_00409,4670462267,Joseph,Rodriguez,DO PhD,"Joseph Rodriguez, DO PhD",Anesthesiology,3461 Lexington Ave,,Yonkers,NY,10002,6267292743,3461 Lexington Ave,,Yonkers,NY,10002,060NY546390,NY,2023-11-05,No,True,23,Stanford University School of Medicine,UCSF Medical Center,2025-08-27,221593455X,3461,Lexington,Ave,3461,Lexington,Ave,1,060NY546390,"Joseph Rodriguez, DO PhD",Joseph,Rodriguez,Physician,60,Anesthesiology,Expired,2017-06-24,2023-11-05,2022-05-17,3461 Lexington Ave,Yonkers,NY,10002,6267292743,[],True,Stanford University School of Medicine,2025-09-02,3461,Lexington,Ave
PR_00411,6540842458,Thomas,Gonzalez,DO PhD,"Thomas Gonzalez, DO PhD",Emergency Medicine,7615 Lexington Ave,,New york,NY,10002,2132178319,7615 Lexington Ave,,New york,NY,10002,060NY152505,NY,2025-01-26,No,False,3,University of Michigan Medical School,Johns Hopkins Hospital,2025-03-04,298234534X,7615,Lexington,Ave,7615,Lexington,Ave,1,060NY152505,"Thomas Gonzalez, DO PhD",Thomas,Gonzalez,Physician,60,Emergency Medicine,Expired,2023-01-06,2025-01-26,2024-06-27,7615 Lexington Ave,New york,NY,10002,2132178319,[],False,University of Michigan Medical School,2025-09-02,7615,Lexington,Ave
PR_00412,7938970153,Michael,Sharma,DO PhD,"Michael Sharma, DO PhD",Pathology,1378 York Ave,,Brooklyn,NY,10003,9292393404,1378 York Ave,,Brooklyn,NY,10003,060NY552041,NY,2024-07-16,Unknown,True,25,Yale School of Medicine,Johns Hopkins Hospital,2025-03-14,285461939X,1378,York,Ave,1378,York,Ave,1,060NY552041,"Michael Sharma, DO PhD",Michael,Sharma,Physician,60,Pathology,Expired,2017-12-30,2024-07-16,2024-03-24,1378 York Ave,Brooklyn,NY,10003,9292393404,"[{""action_type"": ""Warning"", ""action_date"": ""2023-09-18"", ""description"": ""Disciplinary action related to professional conduct""}]",True,Yale School of Medicine,2025-09-02,1378,York,Ave
PR_00413,4498830598,Maria,Martin,DO PhD,"Maria Martin, DO PhD",Otolaryngology,3014 Central Park West,,Buffalo,NY,10002,3104208158,3014 Central Park West,,Buffalo,NY,10002,060NY222080,NY,2024-01-28,No,True,18,Yale School of Medicine,Massachusetts General Hospital,2024-10-28,253508666X,3014,Central Park,West,3014,Central Park,West,1,060NY222080,"Maria Martin, DO PhD",Maria,Martin,Physician,60,Otolaryngology,Expired,2017-05-19,2024-01-28,2024-01-15,3014 Central Park West,Buffalo,NY,10002,3104208158,[],True,Yale School of Medicine,2025-09-02,3014,Central Park,West
PR_00414,3305319499,Fatima,Lopez,MD PhD,"Fatima Lopez, MD PhD",Cardiology,6672 Park Ave,,New york,NY,11202,3108027893,6672 Park Ave,,New york,NY,11202,060NY584904,NY,2024-10-13,Unknown,False,35,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2024-11-21,201686744X,6672,Park,Ave,6672,Park,Ave,1,060NY584904,"Fatima Lopez, MD PhD",Fatima,Lopez,Physician,60,Cardiology,Expired,2020-09-02,2024-10-13,2022-12-31,6672 Park Ave,New york,NY,11202,3108027893,[],False,UCLA David Geffen School of Medicine,2025-09-02,6672,Park,Ave
PR_00415,8513854458,Mary,Perez,MD PhD,"Mary Perez, MD PhD",Nephrology,7281 Madison Ave,Suite 814,Syracuse,NY,11203,3108908657,6391 Lexington Ave,,Yonkers,NY,11203,060NY699065,NY,2023-06-10,Yes,True,40,University of Michigan Medical School,Mayo Clinic,2024-10-18,247194493X,7281,Madison,Ave,6391,Lexington,Ave,1,060NY699065,"Mary Perez, MD PhD",Mary,Perez,Physician,60,Nephrology,Expired,2019-12-18,2023-06-10,2021-10-08,7281 Madison Ave,Syracuse,NY,11203,3108908657,[],True,University of Michigan Medical School,2025-09-02,7281,Madison,Ave
PR_00417,857216968,James,Lee,DO PhD,"James Lee, DO PhD",Anesthesiology,6619 First Ave,,Syracuse,NY,10005,2136204094,6619 First Ave,,Syracuse,NY,10005,060NY286255,NY,2025-03-30,Unknown,True,40,University of Pennsylvania Perelman School of Medicine,Mayo Clinic,2024-10-25,283204293X,6619,First,Ave,6619,First,Ave,1,060NY286255,"JAMES LEE, DO PHD",James,Lee,Physician,60,Anesthesiology,Expired,2023-03-25,2025-03-30,2023-05-04,6619 First Ave,Syracuse,NY,10005,2136204094,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,6619,First,Ave
PR_00420,3734151776,Wei,Williams,MD PhD,"Wei Williams, MD PhD",Dermatology,8382 Columbus Ave,,Syracuse,NY,11202,9179755259,4301 Amsterdam Ave,,Brooklyn,NY,11202,060NY788428,NY,2024-11-26,No,False,29,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-09-09,234617672X,8382,Columbus,Ave,4301,Amsterdam,Ave,1,060NY788428,"Wei Williams, MD PhD",Wei,Williams,Physician,60,Dermatology,Expired,2020-11-04,2024-11-26,2023-12-08,8382 Columbus Ave,Syracuse,NY,11202,9179755259,[],False,NYU Grossman School of Medicine,2025-09-02,8382,Columbus,Ave
PR_00425,9970469474,Jessica,Zhang,DO,"Jessica Zhang, DO",Neurology,4915 Amsterdam Ave,,New york,NY,14202,6263806384,4915 Amsterdam Ave,,New york,NY,14202,060NY854955,NY,2025-06-25,Unknown,False,33,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-04-20,271429336X,4915,Amsterdam,Ave,4915,Amsterdam,Ave,1,060NY854955,"Jessica Zhang, DO",Jessica,Zhang,Physician,60,Neurology,Expired,2018-08-08,2025-06-25,2023-11-15,4915 Amsterdam Ave,New york,NY,14202,6263806384,[],False,Columbia University Vagelos College of Physicians and Surgeons,2025-09-02,4915,Amsterdam,Ave
